spot_at_expiry_rn,strategy_pnl_rn,spot_at_expiry_rw,strategy_pnl_rw
791.2993934896599,1616.0,732.2478853418694,-1159.2114658130608
672.6579675760905,-1284.0,729.6968263718486,-1284.0
702.1018574782344,-1284.0,795.9755766009491,1616.0
655.8035795868163,-1284.0,764.1576406065619,1616.0
757.0598384238159,1321.9838423815904,851.061288443475,1616.0
802.5565640382559,1616.0,765.0476472800249,1616.0
806.1731289128745,1616.0,687.4784241395549,-1284.0
771.4213902015883,1616.0,733.36965476716,-1047.034523284
725.5800599426029,-1284.0,780.0336429670949,1616.0
816.0337782258722,1616.0,795.474585115713,1616.0000000000005
788.3214755188428,1616.0,755.6095483294052,1176.9548329405243
787.1688722524193,1616.0,787.4211091982919,1616.0000000000005
761.8945643924786,1616.0,830.1713027965192,1616.0
769.6902156798719,1616.0,739.8480080473391,-399.19919526608646
749.6036598205802,576.3659820580219,763.0715891721601,1616.0
698.5126532939167,-1284.0,780.6939033550034,1616.0
658.2731274714243,-1284.0,733.4696829479855,-1037.0317052014539
764.5295800033206,1616.0,788.8960112112802,1616.0
681.9441267774471,-1284.0,742.8526860848415,-98.73139151585201
720.8688701003023,-1284.0,733.4400474807964,-1039.9952519203648
706.3519880007201,-1284.0,746.9630593564636,312.30593564636456
697.1884223319579,-1284.0,741.2984284025416,-254.15715974583827
749.9617852474256,612.178524742561,771.0153566471645,1616.0
729.8628553409258,-1284.0,732.7708691961489,-1106.9130803851149
680.3776730901867,-1284.0,783.5773959657506,1616.0
750.8483397948737,700.8339794873709,794.0737269084175,1616.0
739.4214907255287,-441.8509274471344,761.2972708680148,1616.0
716.2253560660737,-1284.0,775.669646699976,1616.0
706.2666450586249,-1284.0,753.4310645357798,959.1064535779797
773.5319081594052,1616.0,723.3564630829142,-1284.0
727.3634242566013,-1284.0,748.5472903734964,470.72903734963666
840.4991938434008,1616.0,750.6130762141945,677.3076214194507
660.1377152370499,-1284.0,808.8165824456149,1616.0
759.9029924549576,1606.2992454957598,696.4900726371193,-1284.0
744.2181677043977,37.81677043977288,711.637067536402,-1284.0
787.4475930619933,1616.0,760.3556757906574,1616.0
769.1570638001642,1616.0,770.280812454988,1616.0
793.2422173039487,1615.9999999999995,711.321983159889,-1284.0
753.144723013835,930.4723013835005,728.9591874118739,-1284.0
740.5956977899366,-324.4302210063406,734.1175985732851,-972.2401426714864
683.3758069580625,-1284.0,709.9530157901517,-1284.0
711.492511215629,-1284.0,719.1804715801967,-1284.0
719.6003092174282,-1284.0,719.0629251662467,-1284.0
774.51513514522,1616.0,790.4195554009983,1616.0000000000005
719.0186461502523,-1284.0,757.2557521709946,1341.5752170994583
713.1591902561337,-1284.0,836.1648240772014,1616.0
718.8065781095349,-1284.0,773.3386538871496,1616.0
711.6715357097333,-1284.0,696.8367576168158,-1284.0
730.2310559647495,-1284.0,758.95032167687,1511.0321676869976
756.1628576372208,1232.2857637220782,745.8730764151429,203.30764151429184
715.3570649095152,-1284.0,804.1550313867347,1616.0
704.0746677164711,-1284.0,699.9779809800373,-1284.0
750.3895989021931,654.9598902193143,783.5109370520909,1616.0
698.6344044130057,-1284.0,750.4460097945522,660.6009794552197
723.9632097078788,-1284.0,674.5358930274739,-1284.0
728.7943172557787,-1284.0,689.08638495919,-1284.0
757.3216430282496,1348.1643028249582,834.8327700720921,1616.0
759.8871474130921,1604.7147413092066,729.3861964284678,-1284.0
739.128518162808,-471.148183719205,726.6497098659601,-1284.0
730.9137395954644,-1284.0,723.538503039522,-1284.0
759.2323917751095,1539.2391775109477,749.9012605439483,606.1260543948297
675.6609761858388,-1284.0,753.3764813628146,953.6481362814616
761.2859917893737,1616.0,750.6240527771618,678.4052777161751
702.1691668642366,-1284.0,739.9820184373173,-385.7981562682735
724.2359369372331,-1284.0,718.4859764582965,-1284.0
742.7619743969144,-107.8025603085589,783.5649284562037,1616.0
769.0578050431687,1616.0,755.6768212523795,1183.6821252379455
753.8463631663448,1000.6363166344759,837.8429400391509,1616.0
757.7998915199847,1395.9891519984726,764.5586336441297,1616.0
733.7381354604888,-1010.186453951118,804.9876149335673,1616.0
745.2102486729243,137.02486729243083,732.1945652728244,-1164.5434727175566
690.0016073850962,-1284.0,734.3674415002216,-947.2558499778384
740.7809584200444,-305.9041579955615,763.4075601191961,1616.0
743.4708609444497,-36.913905555033125,741.8289157285507,-201.1084271449331
734.7412859617631,-909.8714038236917,775.2550899184113,1615.9999999999995
686.0068438706575,-1284.0,718.1560050832054,-1284.0
712.6356209831922,-1284.0,768.5771952653068,1616.0
786.7951361491633,1615.9999999999995,703.1647576004481,-1284.0
773.2148315145967,1616.0,753.6367141308066,979.6714130806581
785.5124131876844,1616.0,805.2614084589233,1616.0
786.6499412743519,1616.0,757.9352797682637,1409.527976826374
746.1997635912581,235.97635912581472,796.5862224304719,1616.0
797.0677009725935,1616.0,745.3662689384404,152.62689384403848
689.4369731180957,-1284.0,771.3937381086059,1616.0
742.3666216374398,-147.33783625601654,765.7943680555742,1616.0
719.0937440445621,-1284.0,704.1597133949085,-1284.0
675.5129063515394,-1284.0,741.0671994844366,-277.2800515563372
684.5750421917348,-1284.0,745.2059667570186,136.59667570185866
755.8650399602922,1202.5039960292165,714.1893461341872,-1284.0
795.504643952623,1616.0000000000005,728.1564848355254,-1284.0
722.257654022566,-1284.0,791.9698070582974,1616.0
737.1149709581598,-672.5029041840198,766.3061110672603,1616.0
721.635918972533,-1284.0,759.6093726246943,1576.9372624694288
707.449479655225,-1284.0,771.0161707358676,1616.0
812.8714357659462,1616.0,744.0279056704926,18.790567049260062
698.448528543727,-1284.0,795.2076544302377,1616.0
724.2831013950178,-1284.0,738.9342023438219,-490.579765617812
765.2495386093246,1616.0,775.9615181081805,1615.9999999999995
756.0494070486671,1220.940704866715,711.1633207015184,-1284.0
783.3438710285471,1616.0000000000005,815.2444373175605,1616.0
760.8531047932611,1616.0,816.7206113737438,1616.0
759.0922814040388,1525.2281404038772,726.906850248947,-1284.0
761.3160776516718,1616.0,755.4827769254194,1164.2776925419444
755.7119479060427,1187.1947906042724,730.0400498297204,-1284.0
695.9058485373159,-1284.0,757.1083499441545,1326.8349944154497
748.6477563536299,480.7756353629916,789.0982700720111,1615.9999999999995
742.5851270090998,-125.48729909002213,811.4969749893157,1616.0
769.8576000256426,1616.0,817.2408735317886,1616.0
731.6593894373558,-1218.0610562644201,804.1817341793336,1616.0
780.2632025815836,1616.0000000000005,787.3763156646639,1616.0
737.3687473933801,-647.125260661991,690.4272605385423,-1284.0
723.7139992463445,-1284.0,739.1678894887468,-467.2110511253177
744.564067881147,72.40678811470252,782.2050882034572,1616.0000000000005
716.7858444872649,-1284.0,771.3809752456,1616.0
724.6743542700491,-1284.0,732.2523620413958,-1158.7637958604173
812.6875477858844,1616.0,706.6674427943578,-1284.0
