ticker,data_source,as_of,expiry,dte,spot,ma20,ma60,ret20,rv20,rv60,rsi14,atm_iv,iv_minus_rv20,trend_score,directional_view,directional_view_cn,volatility_view,strategy_name,pnl_summary,contract_multiplier
SPY,yfinance,2026-05-06,2026-06-18,43,732.3900146484375,707.4995025634765,683.0950012207031,0.08340113913751024,0.09902770518696019,0.149531163588908,75.2589453152044,0.14739316970825198,0.048365464521291784,1,bullish,偏多,IV高于近期RV，权利金偏贵,牛市看涨价差,"{""initial_value"": 1209.0, ""max_profit_in_grid"": 1591.0000000000005, ""max_loss_in_grid"": -1209.0, ""best_expiry_price_in_grid"": 785.4882907104492, ""worst_expiry_price_in_grid"": 585.91201171875, ""breakevens_in_grid"": [744.09], ""scenario_best_pnl"": 1244.4754150368371, ""scenario_worst_pnl"": -1055.883436519871}",100
