Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,log_return,rv20,rv60,rv120,ma20,ma60
2024-06-03,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,515.2601318359375,46835700,0.0,0.0,0.0,0.0008150207199744992,,,,,
2024-06-04,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,515.8360595703125,34632700,0.0,0.0,0.0,0.0011172741940039222,,,,,
2024-06-05,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,521.9668579101562,47610400,0.0,0.0,0.0,0.011815027054442569,,,,526.6864990234375,
2024-06-06,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,521.9571533203125,30808500,0.0,0.0,0.0,-1.872156590881285e-05,0.08838444674781885,,,527.5599975585938,
2024-06-07,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,521.3225708007812,43224500,0.0,0.0,0.0,-0.001216396959663698,0.0875684556907046,,,528.2519989013672,
2024-06-10,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,522.933349609375,35686100,0.0,0.0,0.0,0.0030849976419914907,0.08779368458261586,,,528.9929962158203,
2024-06-11,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,524.1927490234375,36383400,0.0,0.0,0.0,0.0024054217322930335,0.08772855413562501,,,529.7949981689453,
2024-06-12,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,528.4979858398438,63251300,0.0,0.0,0.0,0.008179461827137285,0.09028975784847369,,,530.697998046875,
2024-06-13,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,529.5621337890625,44760900,0.0,0.0,0.0,0.002011472906592374,0.08117916825306422,,,531.3314971923828,
2024-06-14,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,529.88427734375,40089900,0.0,0.0,0.0,0.0006081975017191718,0.08031409656976868,,,532.0359985351563,
2024-06-17,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,534.1015014648438,55839500,0.0,0.0,0.0,0.007927421171589219,0.08367868150642838,,,532.9184967041016,
2024-06-18,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,535.45849609375,41376400,0.0,0.0,0.0,0.002537473758677731,0.08371605726285854,,,533.8399963378906,
2024-06-20,549.4400024414062,550.1199951171875,545.1799926757812,547.0,534.0039672851562,70328200,0.0,0.0,0.0,-0.0027202277819783596,0.0851091684807168,,,534.6219970703125,
2024-06-21,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,533.2880249023438,64338600,1.759,0.0,0.0,-0.0045624768099957755,0.08644137537296658,,,535.3559967041016,
2024-06-24,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,531.5545654296875,45528700,0.0,0.0,0.0,-0.0032559597055963445,0.0821046669024699,,,536.1949951171875,
2024-06-25,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,533.6014404296875,37936200,0.0,0.0,0.0,0.003843484859423134,0.080435527678137,,,536.9644958496094,
2024-06-26,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,534.2674560546875,38550600,0.0,0.0,0.0,0.0012473040467964628,0.08039267839823153,,,537.7494964599609,
2024-06-27,545.3699951171875,546.9600219726562,544.6099853515625,546.3699951171875,535.109619140625,35041500,0.0,0.0,0.0,0.0015752381681971572,0.07388286230092461,,,538.7629974365234,
2024-06-28,547.1599731445312,550.280029296875,542.9500122070312,544.219970703125,533.0039672851562,76144500,0.0,0.0,0.0,-0.003942869945335037,0.0702595467994719,,,539.8434967041015,
2024-07-01,545.6300048828125,545.8800048828125,542.52001953125,545.3400268554688,534.1009521484375,40297800,0.0,0.0,0.0,0.0020559795686297933,0.06516353461659931,,,540.7419982910156,
2024-07-02,543.7000122070312,549.010009765625,543.6500244140625,549.010009765625,537.6953125,40434800,0.0,0.0,0.0,0.006707171463487453,0.06744818831183849,,,541.8024993896485,
2024-07-03,548.6900024414062,551.8300170898438,548.6500244140625,551.4600219726562,540.0948486328125,32789900,0.0,0.0,0.0,0.004452672374999366,0.06792635131859726,,,542.9559997558594,
2024-07-05,551.77001953125,555.0499877929688,551.1199951171875,554.6400146484375,543.209228515625,41488400,0.0,0.0,0.0,0.00574993460235957,0.059332930162823795,,,543.9545013427735,
2024-07-08,555.4400024414062,556.25,554.1900024414062,555.280029296875,543.8361206054688,36110500,0.0,0.0,0.0,0.0011532627469240334,0.05899255290610586,,,544.9855041503906,
2024-07-09,556.260009765625,557.1799926757812,555.52001953125,555.8200073242188,544.364990234375,27289700,0.0,0.0,0.0,0.0009719702134054468,0.05796565549298952,,,546.0760040283203,
2024-07-10,557.0700073242188,561.6699829101562,556.77001953125,561.3200073242188,549.7516479492188,38701200,0.0,0.0,0.0,0.009846651925863915,0.06426840210168741,,,547.3590057373046,
2024-07-11,561.4400024414062,562.3300170898438,555.8300170898438,556.47998046875,545.0112915039062,53054200,0.0,0.0,0.0,-0.008659969863070056,0.07519229733359538,,,548.3355041503906,
2024-07-12,557.6300048828125,563.6699829101562,557.1500244140625,559.989990234375,548.4490356445312,53084400,0.0,0.0,0.0,0.006287712919899016,0.07333592421415203,,,549.2670043945312,
2024-07-15,562.030029296875,564.8400268554688,559.6300048828125,561.530029296875,549.957275390625,40584300,0.0,0.0,0.0,0.0027463442535965747,0.07342475924612603,,,550.2210052490234,
2024-07-16,562.8699951171875,565.1599731445312,562.0999755859375,564.8599853515625,553.2185668945312,36475300,0.0,0.0,0.0,0.005912633656968921,0.07475354344169696,,,551.3250030517578,
2024-07-17,558.7999877929688,560.510009765625,556.6099853515625,556.9400024414062,545.4618530273438,57119000,0.0,0.0,0.0,-0.014120368318038583,0.0907892694861421,,,551.8170043945313,
2024-07-18,558.510009765625,559.52001953125,550.4299926757812,552.6599731445312,541.27001953125,56270400,0.0,0.0,0.0,-0.007714582945409498,0.09549520379616593,,,552.025503540039,
2024-07-19,552.4199829101562,554.0800170898438,547.9099731445312,548.989990234375,537.6756591796875,65509100,0.0,0.0,0.0,-0.006662727016045844,0.09817975779508631,,,552.1250030517579,
2024-07-22,553.0,555.27001953125,551.02001953125,554.6500244140625,543.2191162109375,43346700,0.0,0.0,0.0,0.010257119582686927,0.10267206697532397,,,552.6320037841797,
2024-07-23,554.5399780273438,556.739990234375,553.280029296875,553.780029296875,542.3670043945312,34439600,0.0,0.0,0.0,-0.0015697793341651323,0.1019337072965195,,,553.1840057373047,
2024-07-24,548.8599853515625,549.1699829101562,540.2899780273438,541.22998046875,530.0756225585938,74515300,0.0,0.0,0.0,-0.022923257821525943,0.13192341817593337,,,553.00400390625,
2024-07-25,541.3499755859375,547.4600219726562,537.4500122070312,538.4099731445312,527.3137817382812,61158300,0.0,0.0,0.0,-0.005223989215959486,0.13289256352513476,,,552.6490020751953,
2024-07-26,542.280029296875,547.1900024414062,541.489990234375,544.4400024414062,533.2194213867188,53763800,0.0,0.0,0.0,0.011137446118047623,0.13920573207342568,,,552.5525024414062,
2024-07-29,546.02001953125,547.0499877929688,542.719970703125,544.760009765625,533.5328979492188,39515800,0.0,0.0,0.0,0.0005876006791036112,0.13850731015338422,,,552.5795043945312,
2024-07-30,546.260009765625,547.3400268554688,538.52001953125,542.0,530.8297729492188,46853600,0.0,0.0,0.0,-0.005079347187582497,0.13944898836320324,,,552.4125030517578,
2024-07-31,548.97998046875,553.5,547.5800170898438,550.8099975585938,539.4581909179688,65663400,0.0,0.0,0.0,0.016123916227965614,0.1493835695294378,,,552.5025024414062,
2024-08-01,552.5700073242188,554.8699951171875,539.4299926757812,543.010009765625,531.8189697265625,76428700,0.0,0.0,0.0,-0.014262163712746048,0.15684170811390108,,,552.0800018310547,
2024-08-02,535.75,536.989990234375,528.5999755859375,532.9000244140625,521.9172973632812,82789100,0.0,0.0,0.0,-0.01879391883853948,0.1671626787454545,,,550.9930023193359,540.544667561849
2024-08-05,511.6400146484375,523.5800170898438,510.2699890136719,517.3800048828125,506.71722412109375,146267400,0.0,0.0,0.0,-0.029556211486463296,0.19302326765749914,0.1313146196216667,,549.0980010986328,540.5478342692057
2024-08-06,519.219970703125,529.75,517.8699951171875,522.1500244140625,511.3888854980469,84826300,0.0,0.0,0.0,0.009177326052492472,0.19770491940841214,0.1321410532373183,,547.414501953125,540.5808349609375
2024-08-07,528.469970703125,531.5900268554688,518.0499877929688,518.6599731445312,507.97076416015625,70698300,0.0,0.0,0.0,-0.006706438943734617,0.19194835162413684,0.13283846373929348,,545.2815002441406,540.5445007324219
2024-08-08,523.9099731445312,531.2899780273438,521.8400268554688,530.6500244140625,519.713623046875,63276600,0.0,0.0,0.0,0.022854205477053902,0.21312492767858238,0.14090317809115507,,543.9900024414062,540.7068349202474
2024-08-09,529.8099975585938,534.510009765625,528.5599975585938,532.989990234375,522.00537109375,45619600,0.0,0.0,0.0,0.0043999277257457175,0.21221044421174282,0.14088064808255926,,542.6400024414063,540.8683349609375
2024-08-12,534.2100219726562,535.72998046875,530.9500122070312,533.27001953125,522.2796630859375,42542100,0.0,0.0,0.0,0.0005252551924453704,0.2116318750299782,0.13864525950776307,,541.227001953125,540.9265014648438
2024-08-13,536.530029296875,542.280029296875,536.280029296875,542.0399780273438,530.8690185546875,52333100,0.0,0.0,0.0,0.016311859783682058,0.22021330280143855,0.14247684892666354,,540.0860015869141,541.1490010579427
2024-08-14,542.8499755859375,544.9600219726562,540.1199951171875,543.75,532.5435791015625,42446900,0.0,0.0,0.0,0.0031498234853460628,0.21616616698767185,0.14257251783477362,,539.4265014648438,541.3873341878256
2024-08-15,549.5,553.3599853515625,548.8800048828125,553.0700073242188,541.6715698242188,60846800,0.0,0.0,0.0,0.01699500662990351,0.22394162883529528,0.14655006865240833,,539.4470031738281,541.7708343505859
2024-08-16,551.4199829101562,555.02001953125,551.260009765625,554.3099975585938,542.8860473632812,44430700,0.0,0.0,0.0,0.002239503597967925,0.22263486645689579,0.14654004177452792,,539.713003540039,542.1533345540364
2024-08-19,554.72998046875,559.6099853515625,553.8599853515625,559.6099853515625,548.0768432617188,39121800,0.0,0.0,0.0,0.009515993731818054,0.2222184420060325,0.14744372803419883,,539.9610015869141,542.6496673583985
2024-08-20,559.1500244140625,560.8400268554688,557.3300170898438,558.7000122070312,547.185546875,33732300,0.0,0.0,0.0,-0.0016274080484896213,0.22222546652365432,0.1465424623032343,,540.2070007324219,543.1953338623047
2024-08-21,559.77001953125,562.1099853515625,554.72998046875,560.6199951171875,549.0659790039062,41514600,0.0,0.0,0.0,0.0034306271319162495,0.20445301860692502,0.14617010928704133,,541.1765014648438,543.715000406901
2024-08-22,562.5599975585938,563.1799926757812,554.97998046875,556.219970703125,544.7567138671875,56121500,0.0,0.0,0.0,-0.007879458675625204,0.20586848575505687,0.14728694634485642,,542.0670013427734,544.1551666259766
2024-08-23,559.530029296875,563.0900268554688,557.2899780273438,562.1300048828125,550.544921875,50639400,0.0,0.0,0.0,0.010569301785965204,0.20552998181315227,0.14770156108436128,,542.9515014648438,544.7556671142578
2024-08-26,563.1799926757812,563.9099731445312,559.0499877929688,560.7899780273438,549.2325439453125,35788600,0.0,0.0,0.0,-0.0023866838456129227,0.2059946982403362,0.14700105092336047,,543.7529998779297,545.3920003255208
2024-08-27,559.489990234375,562.0599975585938,558.3200073242188,561.5599975585938,549.9866333007812,32693900,0.0,0.0,0.0,0.0013721560454702131,0.20455034763845437,0.1460796097359802,,544.7309997558593,545.9618336995443
2024-08-28,561.2100219726562,561.6500244140625,555.0399780273438,558.2999877929688,546.7937622070312,41066000,0.0,0.0,0.0,-0.005822190304537772,0.19888391427759008,0.14675633640622535,,545.1054992675781,546.4701670328776
2024-08-29,560.3099975585938,563.6799926757812,557.1799926757812,558.3499755859375,546.8427734375,38715200,0.0,0.0,0.0,8.953171475672746e-05,0.19095387289532786,0.1467660378215846,,545.8724975585938,546.9694997151693
2024-08-30,560.77001953125,564.2000122070312,557.1400146484375,563.6799926757812,552.0629272460938,62700100,0.0,0.0,0.0,0.009500739432925398,0.17719904163362998,0.14610735566362068,,547.4114959716796,547.4529998779296
2024-09-03,560.469970703125,560.8099975585938,549.510009765625,552.0800170898438,540.7020263671875,60600100,0.0,0.0,0.0,-0.020793707331630266,0.15762103671352246,0.1527078353701436,,549.1464965820312,547.7433339436849
2024-09-04,550.2000122070312,554.4299926757812,549.4600219726562,550.9500122070312,539.5953369140625,47224900,0.0,0.0,0.0,-0.0020489111776035253,0.15705408729368678,0.152758124934183,,550.5864959716797,548.0256673177083
2024-09-05,550.8900146484375,553.7999877929688,547.0999755859375,549.6099853515625,538.282958984375,44264300,0.0,0.0,0.0,-0.002435173948982236,0.15437571008216777,0.15278121008949194,,552.1339965820313,548.2581675211588
2024-09-06,549.9400024414062,551.5999755859375,539.4400024414062,540.3599853515625,529.2235717773438,68493800,0.0,0.0,0.0,-0.016973352148319156,0.15078174367472738,0.15681865371734643,,552.6194946289063,548.315000406901
2024-09-09,544.6500244140625,547.7100219726562,542.6799926757812,546.4099731445312,535.1488037109375,40445800,0.0,0.0,0.0,0.011134003557898288,0.15469493404036833,0.15758340691912623,,553.290493774414,548.3991668701171
2024-09-10,548.3599853515625,549.1500244140625,543.3800048828125,548.7899780273438,537.4797973632812,36394600,0.0,0.0,0.0,0.0043462540822322504,0.1550538599906758,0.15777343470999936,,554.0664916992188,548.5048329671224
2024-09-11,548.7000122070312,555.3599853515625,539.9600219726562,554.4199829101562,542.9937133789062,75248600,0.0,0.0,0.0,0.010206676803407814,0.14866730255523822,0.1591018390937438,,554.6854919433594,548.6988321940104
2024-09-12,555.010009765625,559.4000244140625,552.739990234375,559.0900268554688,547.5675659179688,51819600,0.0,0.0,0.0,0.008388018582504528,0.15075963912927032,0.1591982600283029,,555.4524932861328,548.8986663818359
2024-09-13,559.7100219726562,563.030029296875,559.4500122070312,562.010009765625,550.4273071289062,39310500,0.0,0.0,0.0,0.0052091506870809165,0.1400012145291494,0.15944820561869885,,555.8994934082032,549.1240000406901
2024-09-16,561.739990234375,563.1099853515625,559.9000244140625,562.8400268554688,551.2402954101562,36656100,0.0,0.0,0.0,0.0014757829283282722,0.13992341591869653,0.15932867613284932,,556.3259948730469,549.3880004882812
2024-09-17,565.0999755859375,566.5800170898438,560.7899780273438,563.0700073242188,551.4655151367188,49321000,0.0,0.0,0.0,0.0004085237096515261,0.13604853615263449,0.15898260112926402,,556.4989959716797,549.6973337809245
2024-09-18,563.739990234375,568.6900024414062,560.8300170898438,561.4000244140625,549.8300170898438,59044900,0.0,0.0,0.0,-0.002970259928318526,0.1363850177548662,0.15895439779480935,,556.6339965820313,550.008334350586
2024-09-19,571.010009765625,572.8800048828125,568.0800170898438,570.97998046875,559.21240234375,75315500,0.0,0.0,0.0,0.016920441150731776,0.14844224846471882,0.16233035083131794,,557.1519958496094,550.4441670735677
2024-09-20,567.8400268554688,569.3099975585938,565.1699829101562,568.25,558.245849609375,77503100,1.746,0.0,0.0,-0.004792685833681076,0.14640701863385772,0.1627277576525377,,557.7534973144532,550.8231669108073
2024-09-23,569.3400268554688,570.3300170898438,568.0999755859375,569.6699829101562,559.6408081054688,44116900,0.0,0.0,0.0,0.0024957530732319768,0.142203728540606,0.16276030316885784,,558.1304962158204,551.2115000406901
2024-09-24,570.47998046875,571.3599853515625,567.5999755859375,571.2999877929688,561.2421875,46805700,0.0,0.0,0.0,0.0028572285574197773,0.1419285780252987,0.1625289571361685,,558.6559967041015,551.6628336588542
2024-09-25,571.1400146484375,571.8900146484375,568.9099731445312,570.0399780273438,560.0042724609375,38428600,0.0,0.0,0.0,-0.002207949104108439,0.1423484285467101,0.1626241529031198,,559.0799957275391,552.0744995117187
2024-09-26,574.3800048828125,574.7100219726562,569.9000244140625,572.2999877929688,562.2244873046875,48336000,0.0,0.0,0.0,0.003956812826083578,0.14058209096753213,0.16229032416016892,,559.779995727539,552.4626658121745
2024-09-27,573.3900146484375,574.219970703125,570.4199829101562,571.469970703125,561.4090576171875,42100900,0.0,0.0,0.0,-0.00145137093237895,0.14085523983758474,0.162157042337609,,560.4359954833984,552.7961649576823
2024-09-30,570.4199829101562,574.3800048828125,568.0800170898438,573.760009765625,563.6588745117188,63557400,0.0,0.0,0.0,0.003999270284267758,0.13785697929293148,0.1619588626185623,,560.9399963378906,553.1148315429688
2024-10-01,573.4000244140625,574.0599975585938,566.0,568.6199951171875,558.6092529296875,72668800,0.0,0.0,0.0,-0.008998843314137523,0.11821315646367347,0.16313344120077636,,561.7669952392578,553.3371643066406
2024-10-02,567.7100219726562,569.9000244140625,565.27001953125,568.8599853515625,558.8450927734375,38097800,0.0,0.0,0.0,0.00042196828437733976,0.11755953429885055,0.16312903626721284,,562.6624938964844,553.554497273763
2024-10-03,567.3599853515625,569.7999877929688,565.489990234375,567.8200073242188,557.8233642578125,40846500,0.0,0.0,0.0,-0.0018298524197309597,0.11730335103786937,0.16198799329546554,,563.5729949951171,553.6628306070963
2024-10-04,572.3499755859375,573.3599853515625,568.0999755859375,572.97998046875,562.892578125,42939100,0.0,0.0,0.0,0.009046298016799974,0.09721406018648374,0.1619196871888388,,565.2039947509766,553.9378306070963
2024-10-07,571.2999877929688,571.9600219726562,566.6300048828125,567.7999877929688,557.8037109375,49964700,0.0,0.0,0.0,-0.00908155546442886,0.1009993002770206,0.16262997566763834,,566.2734954833984,554.0679972330729
2024-10-08,570.4199829101562,573.780029296875,569.530029296875,573.1699829101562,563.0791625976562,37398700,0.0,0.0,0.0,0.009413104474973047,0.10416544897286058,0.16364118925036877,,567.4924957275391,554.261996459961
2024-10-09,573.1599731445312,577.7100219726562,572.5499877929688,577.1400146484375,566.9793090820312,37912200,0.0,0.0,0.0,0.006902569758639199,0.10140960076999406,0.16379762710499568,,568.6284973144532,554.4666636149088
2024-10-10,575.77001953125,577.5800170898438,574.489990234375,576.1300048828125,565.9871215820312,44138100,0.0,0.0,0.0,-0.001751558623292343,0.0993144133778771,0.16106642322702042,,569.4804962158203,554.7864969889323
2024-10-11,576.0499877929688,580.3300170898438,575.9099731445312,579.5800170898438,569.3763427734375,42268000,0.0,0.0,0.0,0.0059703946311481515,0.09972727876224106,0.16050267494363868,,570.3589965820313,555.2351643880208
2024-10-14,581.219970703125,585.27001953125,580.72998046875,584.3200073242188,574.0328979492188,36217200,0.0,0.0,0.0,0.00814505771963461,0.10244387998565076,0.16043373495049862,,571.4329956054687,555.8239980061849
2024-10-15,584.5900268554688,584.9000244140625,578.5399780273438,579.780029296875,569.5728759765625,54203600,0.0,0.0,0.0,-0.007800018730859806,0.10799326279193898,0.16027041965100414,,572.2684967041016,556.2428314208985
2024-10-16,579.780029296875,582.8300170898438,578.9600219726562,582.2999877929688,572.0484008789062,30725400,0.0,0.0,0.0,0.004336986109308254,0.10712684918665956,0.1603641886708053,,573.3134948730469,556.7181640625
2024-10-17,585.9099731445312,586.1199951171875,582.1599731445312,582.3499755859375,572.0975952148438,34393700,0.0,0.0,0.0,8.58417457111971e-05,0.09114380064567036,0.152545415341707,,573.8819946289062,557.4034973144531
2024-10-18,584.0700073242188,585.3900146484375,582.5800170898438,584.5900268554688,574.298095703125,37416800,0.0,0.0,0.0,0.0038391931312019055,0.0890105737771471,0.15203999878782593,,574.6989959716797,558.173164876302
2024-10-21,583.8499755859375,584.8499755859375,580.5999755859375,583.6300048828125,573.3551025390625,36439000,0.0,0.0,0.0,-0.0016435639908294927,0.08955653632408096,0.15078462237120316,,575.3969970703125,558.8263315836589
2024-10-22,581.0499877929688,584.5,580.3800048828125,583.3200073242188,573.050537109375,34183800,0.0,0.0,0.0,-0.0005312953642281611,0.08953787666508063,0.15082014796194265,,575.997998046875,559.4689982096354
2024-10-23,581.260009765625,581.7100219726562,574.4199829101562,577.989990234375,567.8143310546875,49314600,0.0,0.0,0.0,-0.009179382812641815,0.09607410132163131,0.1517733223731731,,576.3954986572265,560.0688313802083
2024-10-24,579.97998046875,580.0599975585938,576.5700073242188,579.239990234375,569.0423583984375,34979900,0.0,0.0,0.0,0.0021603320122126016,0.0954742896397459,0.14852131524591616,,576.7424987792969,560.5426645914714
2024-10-25,581.510009765625,584.4600219726562,578.0800170898438,579.0399780273438,568.8458862304688,47268200,0.0,0.0,0.0,-0.0003453607322924641,0.09523912304957102,0.14517846813074559,,577.1209991455078,561.1431640625
2024-10-28,582.5800170898438,582.7100219726562,580.52001953125,580.8300170898438,570.6043701171875,30174700,0.0,0.0,0.0,0.0030866226235923304,0.09486883317051986,0.1391927999133472,,577.4744995117187,561.941997273763
2024-10-29,579.8499755859375,582.9099731445312,578.4299926757812,581.77001953125,571.5278930664062,42899700,0.0,0.0,0.0,0.0016170697000382715,0.08782689812102876,0.12330129345909578,0.12778231920014127,578.1320007324218,563.0151641845703
2024-10-30,581.2899780273438,583.3200073242188,579.2899780273438,580.010009765625,569.7987670898438,41435800,0.0,0.0,0.0,-0.00302985258422532,0.08904901764225973,0.12278410721895164,0.1277221336781573,578.689501953125,563.9794972737631
2024-10-31,575.5599975585938,575.6300048828125,568.4400024414062,568.6400146484375,558.6289672851562,60182500,0.0,0.0,0.0,-0.019797790881375572,0.11546573027098214,0.12938937351620078,0.13119694841374513,578.730502319336,564.8124979654948
2024-11-01,571.3200073242188,575.5499877929688,570.6199951171875,571.0399780273438,560.9866943359375,45667500,0.0,0.0,0.0,0.00421165053677275,0.11169580322987471,0.12167954504570462,0.13129065020397868,578.6335021972657,565.4856638590495
2024-11-04,571.1799926757812,572.5,567.8900146484375,569.8099975585938,559.7783203125,38217000,0.0,0.0,0.0,-0.0021562536207746716,0.10697238554235886,0.12169016219196713,0.13123925711374662,578.7340026855469,566.0993306477865
2024-11-05,570.739990234375,576.739990234375,570.52001953125,576.7000122070312,566.547119140625,39478300,0.0,0.0,0.0,0.012019254145644384,0.1103050248295283,0.12371590212945896,0.1311860634956501,578.9105041503906,566.8231638590495
2024-11-06,589.2000122070312,591.9299926757812,585.3900146484375,591.0399780273438,580.6346435546875,68182000,0.0,0.0,0.0,0.024561438046209704,0.13851302390248793,0.12903105208554258,0.1355952162821546,579.605502319336,567.6398305257161
2024-11-07,593.0800170898438,596.6500244140625,593.0,595.6099853515625,585.1242065429688,47233200,0.0,0.0,0.0,0.007702406032089402,0.13990835731730183,0.12962431544980263,0.13594844497574707,580.5795013427735,568.5041636149089
2024-11-08,596.1699829101562,599.6400146484375,596.1699829101562,598.1900024414062,587.65869140625,46444900,0.0,0.0,0.0,0.004322367453619879,0.13935656289531445,0.12570418043177065,0.13603448329987292,581.5100006103515,569.2561635335286
2024-11-11,599.8099975585938,600.1699829101562,597.0,598.760009765625,588.2186889648438,37586800,0.0,0.0,0.0,0.0009524330364589737,0.1371844394994742,0.12569107628176346,0.13601817876811076,582.2320007324219,569.9969970703125
2024-11-12,598.6799926757812,599.2899780273438,594.3699951171875,596.9000244140625,586.3914794921875,43006100,0.0,0.0,0.0,-0.0031112302807517547,0.13406948432773277,0.12482043561475185,0.136032330375222,583.0880004882813,570.6184977213542
2024-11-13,597.3699951171875,599.22998046875,594.9600219726562,597.1900024414062,586.6763916015625,47388600,0.0,0.0,0.0,0.0004856887278553604,0.133667851892796,0.12470008512678464,0.13548993287531674,583.8325012207031,571.2599975585938
2024-11-14,597.3200073242188,597.8099975585938,592.6500244140625,593.3499755859375,582.9039306640625,38904100,0.0,0.0,0.0,-0.006450921838880147,0.1364166702224673,0.12555621706565923,0.13567987204452953,584.3825012207031,571.805497233073
2024-11-15,589.719970703125,590.2000122070312,583.8599853515625,585.75,575.437744140625,75988800,0.0,0.0,0.0,-0.012891325577101638,0.1443876143434679,0.1274664489246529,0.13715437051357762,584.4404998779297,572.2976643880208
2024-11-18,586.219970703125,589.489990234375,585.3400268554688,588.1500244140625,577.7955322265625,37001700,0.0,0.0,0.0,0.004088981528469609,0.14490289140227414,0.12604249718480334,0.1367501172301251,584.6665008544921,572.7313313802083
2024-11-19,584.7100219726562,591.0399780273438,584.030029296875,590.2999877929688,579.9076538085938,49412000,0.0,0.0,0.0,0.003648802650900327,0.1453111388323795,0.1260070308751821,0.13635451995963432,585.0154998779296,573.2231648763021
2024-11-20,590.3800048828125,590.7899780273438,584.6300048828125,590.5,580.10400390625,50032600,0.0,0.0,0.0,0.0003387740701419968,0.14067352221350377,0.12600670383193235,0.13584875190681583,585.641000366211,573.7054982503255
2024-11-21,593.4000244140625,595.1199951171875,587.4500122070312,593.6699829101562,583.21826171875,46750300,0.0,0.0,0.0,0.005353945004731207,0.1414562163240539,0.12556467497407744,0.13599890392987202,586.3625,574.2949981689453
2024-11-22,593.6599731445312,596.1500244140625,593.1500244140625,595.510009765625,585.02587890625,38226400,0.0,0.0,0.0,0.0030946170222222015,0.14147501702478352,0.12562019357544715,0.13603331142411812,587.186001586914,574.9143320719401
2024-11-25,599.52001953125,600.8599853515625,595.2000122070312,597.530029296875,587.0103759765625,42441400,0.0,0.0,0.0,0.003386343115840129,0.14152633407063644,0.12448817600665774,0.13515936247502575,588.0210021972656,575.4784993489583
