Date,spot,position_open,mtm,cash,equity,rv20,delta_exposure,gamma_exposure,vega_exposure,theta_exposure
2024-08-20,558.7000122070312,True,-194.0694481647622,99287.64367166293,99093.57422349816,0.22222546652365432,-38.40271815241329,-1.6093675626465531,-64.58016674607427,44.29175509905872
2024-08-21,560.6199951171875,True,-114.6782685965313,99287.64367166293,99172.9654030664,0.20445301860692502,-42.165067618355415,-1.6806939896473576,-59.090594227866156,39.7909625658182
2024-08-22,556.219970703125,True,97.71294096913614,99287.64367166293,99385.35661263207,0.20586848575505687,-34.614025131901066,-1.7471912641904639,-57.164960505562846,40.29465950223508
2024-08-23,562.1300048828125,True,-111.0421542831034,99287.64367166293,99176.60151737982,0.20552998181315227,-44.81327527247001,-1.712759284132398,-54.1022758267377,41.28088469540484
2024-08-26,560.7899780273438,True,74.80975796415362,99287.64367166293,99362.45342962707,0.2059946982403362,-42.47607061964844,-1.8419242313038513,-46.869842658531695,43.554626826200035
2024-08-27,561.5599975585938,True,90.49072931425144,99287.64367166293,99378.13440097717,0.20455034763845437,-43.84137823775019,-1.891963469001483,-44.21648556568434,44.21417533907617
2024-08-28,558.2999877929688,True,301.0951292003025,99287.64367166293,99588.73880086323,0.19888391427759008,-37.171231572921556,-1.9913918455400876,-40.621233290172256,42.38691985862844
2024-08-29,558.3499755859375,True,375.0852509564208,99287.64367166293,99662.72892261934,0.19095387289532786,-36.498185013534936,-2.105655097368079,-37.31786861925161,40.96175579502812
2024-08-30,563.6799926757812,True,235.91743570469364,99287.64367166293,99523.56110736761,0.17719904163362998,-47.6325669861208,-2.3573424449481237,-35.890239507482555,41.6449583337567
2024-09-03,552.0800170898438,False,0.0,100094.17252031679,100094.17252031679,0.15762103671352246,0.0,0.0,0.0,0.0
2024-09-04,550.9500122070312,False,0.0,100094.17252031679,100094.17252031679,0.15705408729368678,0.0,0.0,0.0,0.0
2024-09-05,549.6099853515625,False,0.0,100094.17252031679,100094.17252031679,0.15437571008216777,0.0,0.0,0.0,0.0
2024-09-06,540.3599853515625,True,0.0,100094.17252031679,100094.17252031679,0.15078174367472738,0.0,0.0,0.0,0.0
2024-09-09,546.4099731445312,True,-5.390515769344972,100094.17252031679,100088.78200454744,0.15469493404036833,-10.776436813406482,-2.2796815971944144,-85.57607148363613,27.574332798972783
2024-09-10,548.7899780273438,True,-20.940078276190377,100094.17252031679,100073.2324420406,0.1550538599906758,-16.0651812510313,-2.2775938026763054,-83.420696189765,28.347370136585916
2024-09-11,554.4199829101562,True,-81.43712180286329,100094.17252031679,100012.73539851392,0.14866730255523822,-28.895359214302292,-2.265712956106217,-78.46259668591759,27.547813476676485
2024-09-12,559.0900268554688,True,-245.15463007764708,100094.17252031679,99849.01789023913,0.15075963912927032,-39.09007804035516,-2.169938374486495,-74.84947786267921,28.520328993628656
2024-09-13,562.010009765625,True,-267.06843011239414,100094.17252031679,99827.10409020439,0.1400012145291494,-46.31477859110522,-2.195437739838022,-68.23097264569023,25.957793386084294
2024-09-16,562.8400268554688,True,-230.19175878786024,100094.17252031679,99863.98076152893,0.13992341591869653,-48.522744174701046,-2.2611471279703417,-61.2254168637969,26.816941287250135
2024-09-17,563.0700073242188,True,-190.46919536612776,100094.17252031679,99903.70332495066,0.13604853615263449,-49.45900195631802,-2.328656359773904,-58.21939398396852,26.21052868268955
2024-09-18,561.4000244140625,True,-82.46553530256087,100094.17252031679,100011.70698501423,0.1363850177548662,-45.591474794788375,-2.4209378555267653,-56.89905634534574,26.671518875321905
2024-09-19,570.97998046875,True,-686.4463695787634,100094.17252031679,99407.72615073803,0.14844224846471882,-65.20747994488174,-1.9131502652188836,-48.91442234618899,28.18663635706643
2024-09-20,568.25,True,-468.96963336490086,100094.17252031679,99625.20288695188,0.14640701863385772,-60.54795249458618,-2.116806902067693,-49.417660222897425,29.15081510484569
2024-09-23,569.6699829101562,True,-454.97413218597984,100094.17252031679,99639.19838813081,0.142203728540606,-65.36451503968158,-2.2166559708841422,-41.158674765814276,29.41336490273717
2024-09-24,571.2999877929688,True,-538.6848824861706,100094.17252031679,99555.48763783062,0.1419285780252987,-69.44216773821171,-2.1525340285736267,-37.229377596049815,29.23873723914942
2024-09-25,570.0399780273438,True,-422.2075725126171,100094.17252031679,99671.96494780417,0.1423484285467101,-67.31152253158862,-2.3160606926125946,-36.52343673726458,30.840115796102967
2024-09-26,572.2999877929688,True,-549.6567240171247,100094.17252031679,99544.51579629966,0.14058209096753213,-73.23586467949062,-2.1919043744625526,-31.560679456440194,29.795490567761103
2024-09-27,571.469970703125,True,-458.84337140286624,100094.17252031679,99635.32914891392,0.14085523983758474,-72.2826341999182,-2.348636626995414,-30.34281845610935,31.46194810238809
2024-09-30,573.760009765625,True,-539.6396071121966,100094.17252031679,99554.53291320459,0.13785697929293148,-81.6756479375214,-2.2575443194903944,-19.539683068899812,31.053312820560063
2024-10-01,568.6199951171875,True,-54.928441295475054,100094.17252031679,100039.24407902131,0.11821315646367347,-72.325583888846,-3.7405180160595646,-22.279268747749935,34.39381369687597
2024-10-02,568.8599853515625,True,-37.40048286367319,100094.17252031679,100056.77203745312,0.11755953429885055,-75.26084999763845,-3.9449110857482967,-18.819092472320175,36.263936433915475
2024-10-03,567.8200073242188,True,80.20554304302365,100094.17252031679,100174.3780633598,0.11730335103786937,-73.579828354496,-4.747077214765793,-16.835625886869835,42.07134564424541
2024-10-04,572.97998046875,False,0.0,99757.50671688085,99757.50671688085,0.09721406018648374,0.0,0.0,0.0,0.0
