start_equity,end_equity,total_return,cagr,sharpe_ratio,sortino_ratio,max_drawdown,n_days,n_years,n_trades,win_rate,avg_win,avg_loss,expectancy,profit_factor,max_trade_pnl,min_trade_pnl,buyhold_total_return,buyhold_cagr,ticker,data_source,iv_rv_ratio,entry_delta,take_profit,stop_loss,roll_dte_target,managed_dte,start_date,end_date
100000.0,99695.89532999095,-0.003041046700090533,-0.0015845106489793537,-0.02766960365316735,-0.03348232001216686,-0.03889143373651254,484,1.9206349206349207,32,0.75,357.51308519650985,-1110.5523393406618,-9.503270937783057,0.9657710110505007,806.528848653861,-1942.2724164737492,0.42728975655211254,0.203506594352022,SPY,yfinance,1.1,0.2,0.5,2.0,30,2,2024-06-06,2026-05-12
