contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiry,mid,relative_spread
SPY260618C00714000,2026-05-06 15:15:20+00:00,714.0,29.16,28.92,29.19,5.66,24.085106,13.0,1677,0.1922383023071289,True,REGULAR,USD,call,2026-06-18,29.055,0.00929272070211666
SPY260618C00715000,2026-05-06 15:14:11+00:00,715.0,28.21,28.16,28.41,5.2199993,22.705523,595.0,38445,0.19059036956787112,True,REGULAR,USD,call,2026-06-18,28.285,0.0088386070355312
SPY260618C00716000,2026-05-06 15:09:42+00:00,716.0,27.6,27.38,27.62,4.8600006,21.372034,41.0,1080,0.1887745918273926,True,REGULAR,USD,call,2026-06-18,27.5,0.0087272727272728
SPY260618C00717000,2026-05-06 14:30:21+00:00,717.0,25.52,26.6,26.94,3.5100002,15.947298,105.0,2185,0.18805743591308594,True,REGULAR,USD,call,2026-06-18,26.770000000000003,0.012700784460216654
SPY260618C00718000,2026-05-06 14:56:13+00:00,718.0,26.22,25.9,26.14,5.3199997,25.454546,6.0,788,0.18601277862548826,True,REGULAR,USD,call,2026-06-18,26.02,0.009223674096848655
SPY260618C00719000,2026-05-06 14:39:14+00:00,719.0,24.86,25.16,25.41,4.58,22.583826,12.0,407,0.1846395013427734,True,REGULAR,USD,call,2026-06-18,25.285,0.009887284951552304
SPY260618C00720000,2026-05-06 15:13:27+00:00,720.0,24.5,24.42,24.65,5.040001,25.899286,300.0,17243,0.1828694995117187,True,REGULAR,USD,call,2026-06-18,24.535,0.009374363154676865
SPY260618C00721000,2026-05-06 15:00:37+00:00,721.0,24.1,23.63,23.83,4.99,26.11198,3.0,3632,0.18044337631225588,True,REGULAR,USD,call,2026-06-18,23.729999999999997,0.008428150021070346
SPY260618C00722000,2026-05-06 15:13:43+00:00,722.0,22.91,22.87,23.11,4.3999996,23.770933,22.0,1670,0.17896328857421873,True,REGULAR,USD,call,2026-06-18,22.990000000000002,0.010439321444106064
SPY260618C00723000,2026-05-06 15:07:36+00:00,723.0,22.72,22.16,22.5,5.26,30.126003,19.0,587,0.1785055294799805,True,REGULAR,USD,call,2026-06-18,22.33,0.015226153157187635
SPY260618C00724000,2026-05-06 14:45:15+00:00,724.0,21.68,21.51,21.72,5.0599995,30.445242,12.0,3749,0.17627776855468752,True,REGULAR,USD,call,2026-06-18,21.615000000000002,0.009715475364330201
SPY260618C00725000,2026-05-06 15:14:05+00:00,725.0,20.84,20.82,21.01,4.630001,28.562624,3540.0,35093,0.1746603530883789,True,REGULAR,USD,call,2026-06-18,20.915,0.009084389194358177
SPY260618C00726000,2026-05-06 14:39:07+00:00,726.0,19.83,20.13,20.35,4.24,27.196918,31.0,337,0.17347017944335938,True,REGULAR,USD,call,2026-06-18,20.240000000000002,0.010869565217391422
SPY260618C00727000,2026-05-06 15:01:30+00:00,727.0,19.96,19.39,19.63,5.0999994,34.32032,73.0,429,0.17160862579345704,True,REGULAR,USD,call,2026-06-18,19.509999999999998,0.01230138390568931
SPY260618C00728000,2026-05-06 15:01:07+00:00,728.0,19.19,18.69,18.91,5.0200005,35.426964,37.0,877,0.16967077896118166,True,REGULAR,USD,call,2026-06-18,18.8,0.011702127659574407
SPY260618C00729000,2026-05-06 15:06:33+00:00,729.0,18.63,18.04,18.27,4.999999,36.683777,176.0,664,0.16843482940673832,True,REGULAR,USD,call,2026-06-18,18.155,0.012668686312310681
SPY260618C00730000,2026-05-06 15:13:34+00:00,730.0,17.45,17.45,17.58,4.290001,32.598793,1870.0,19287,0.16661905166625984,True,REGULAR,USD,call,2026-06-18,17.515,0.007422209534684499
SPY260618C00731000,2026-05-06 15:06:55+00:00,731.0,17.25,16.81,16.87,4.66,37.013504,91.0,447,0.16451335983276366,True,REGULAR,USD,call,2026-06-18,16.84,0.0035629453681711564
SPY260618C00732000,2026-05-06 15:14:02+00:00,732.0,16.14,16.23,16.29,4.089999,33.941902,75.0,724,0.16359784164428715,False,REGULAR,USD,call,2026-06-18,16.259999999999998,0.0036900369003689255
SPY260618C00733000,2026-05-06 15:13:24+00:00,733.0,15.64,15.56,15.62,4.12,35.76389,1170.0,797,0.16170577072143555,False,REGULAR,USD,call,2026-06-18,15.59,0.0038486209108402002
SPY260618C00734000,2026-05-06 15:10:24+00:00,734.0,15.2,14.95,15.0,4.17,37.805984,247.0,8205,0.16022568298339845,False,REGULAR,USD,call,2026-06-18,14.975,0.0033388981636060574
SPY260618C00735000,2026-05-06 15:11:49+00:00,735.0,14.65,14.37,14.42,4.12,39.12631,806.0,17810,0.1590202507019043,False,REGULAR,USD,call,2026-06-18,14.395,0.0034734282737061972
SPY260618C00736000,2026-05-06 15:06:28+00:00,736.0,14.22,13.81,13.83,4.4300003,45.25026,116.0,615,0.1576164561462402,False,REGULAR,USD,call,2026-06-18,13.82,0.001447178002894325
SPY260618C00737000,2026-05-06 15:10:20+00:00,737.0,13.42,13.24,13.29,3.6400003,37.21882,166.0,560,0.15662464477539065,False,REGULAR,USD,call,2026-06-18,13.265,0.0037693177534865382
SPY260618C00738000,2026-05-06 15:09:17+00:00,738.0,12.78,12.64,12.69,3.63,39.672134,81.0,548,0.1549156774902344,False,REGULAR,USD,call,2026-06-18,12.665,0.003947887879984124
SPY260618C00739000,2026-05-06 15:10:24+00:00,739.0,12.34,12.1,12.15,3.4499998,38.807644,112.0,536,0.15369498657226563,False,REGULAR,USD,call,2026-06-18,12.125,0.004123711340206244
SPY260618C00740000,2026-05-06 15:14:16+00:00,740.0,11.57,11.62,11.67,3.4399996,42.31242,857.0,33845,0.15296257202148442,False,REGULAR,USD,call,2026-06-18,11.645,0.004293688278231062
SPY260618C00741000,2026-05-06 15:13:05+00:00,741.0,11.14,11.09,11.14,3.08,38.213398,158.0,772,0.15163507064819337,False,REGULAR,USD,call,2026-06-18,11.115,0.004498425551057194
SPY260618C00742000,2026-05-06 15:02:11+00:00,742.0,10.9,10.56,10.61,3.2499995,42.48365,1644.0,607,0.1501855001831055,False,REGULAR,USD,call,2026-06-18,10.585,0.004723665564477934
SPY260618C00743000,2026-05-06 14:58:41+00:00,743.0,10.21,10.07,10.12,3.2600002,46.90648,146.0,523,0.14902584381103517,False,REGULAR,USD,call,2026-06-18,10.094999999999999,0.004952947003466958
SPY260618C00744000,2026-05-06 15:08:34+00:00,744.0,9.84,9.64,9.68,3.2800002,50.000004,101.0,657,0.14824765335083012,False,REGULAR,USD,call,2026-06-18,9.66,0.0041407867494823135
SPY260618C00745000,2026-05-06 15:13:01+00:00,745.0,9.15,9.15,9.19,2.9599996,47.819057,675.0,19745,0.14685911743164062,False,REGULAR,USD,call,2026-06-18,9.17,0.0043620501635767885
SPY260618C00746000,2026-05-06 15:13:05+00:00,746.0,8.74,8.72,8.77,2.9799995,51.7361,396.0,635,0.14606566833496093,False,REGULAR,USD,call,2026-06-18,8.745000000000001,0.005717552887364086
SPY260618C00747000,2026-05-06 14:51:51+00:00,747.0,8.23,8.26,8.31,2.7999997,51.565372,226.0,651,0.1447229083251953,False,REGULAR,USD,call,2026-06-18,8.285,0.0060350030175015945
SPY260618C00748000,2026-05-06 15:06:33+00:00,748.0,8.17,7.87,7.89,2.7800002,51.577,46.0,1045,0.14368532104492188,False,REGULAR,USD,call,2026-06-18,7.88,0.0025380710659897937
SPY260618C00749000,2026-05-06 15:12:16+00:00,749.0,7.6,7.45,7.49,2.71,55.419224,70.0,947,0.14272402694702147,False,REGULAR,USD,call,2026-06-18,7.470000000000001,0.005354752342704154
SPY260618C00750000,2026-05-06 15:15:10+00:00,750.0,7.09,7.07,7.1,2.5100002,54.8035,3311.0,26526,0.1417474742126465,False,REGULAR,USD,call,2026-06-18,7.085,0.004234297812279374
SPY260618C00751000,2026-05-06 15:08:39+00:00,751.0,6.87,6.73,6.75,2.56,59.39675,369.0,1248,0.1410913528442383,False,REGULAR,USD,call,2026-06-18,6.74,0.0029673590504450406
SPY260618C00755000,2026-05-06 15:13:37+00:00,755.0,5.36,5.34,5.37,2.0400002,61.44579,1834.0,12586,0.13739876281738284,False,REGULAR,USD,call,2026-06-18,5.355,0.0056022408963585894
SPY260618C00760000,2026-05-06 15:14:33+00:00,760.0,3.96,3.98,4.02,1.6100001,68.51065,2000.0,13442,0.13431651824951174,False,REGULAR,USD,call,2026-06-18,4.0,0.009999999999999898
SPY260618C00765000,2026-05-06 15:11:20+00:00,765.0,2.96,2.9,2.92,1.4100001,90.96776,563.0,12356,0.13123427368164062,False,REGULAR,USD,call,2026-06-18,2.91,0.006872852233676982
SPY260618C00770000,2026-05-06 15:13:07+00:00,770.0,2.1,2.1,2.12,0.9999999,90.90907,804.0,11861,0.12943375457763673,False,REGULAR,USD,call,2026-06-18,2.1100000000000003,0.009478672985781998
SPY260618C00775000,2026-05-06 15:10:25+00:00,775.0,1.51,1.49,1.51,0.74,96.1039,724.0,6248,0.12787737365722657,False,REGULAR,USD,call,2026-06-18,1.5,0.013333333333333345
SPY260618C00780000,2026-05-06 15:12:28+00:00,780.0,1.08,1.07,1.09,0.54,100.0,1436.0,6345,0.12751116638183596,False,REGULAR,USD,call,2026-06-18,1.08,0.018518518518518535
SPY260618C00785000,2026-05-06 15:07:38+00:00,785.0,0.79,0.77,0.78,0.42000002,113.51351,69.0,4121,0.12732806274414063,False,REGULAR,USD,call,2026-06-18,0.775,0.012903225806451623
SPY260618C00790000,2026-05-06 15:11:57+00:00,790.0,0.58,0.56,0.57,0.29999998,107.14285,16.0,7647,0.12806047729492187,False,REGULAR,USD,call,2026-06-18,0.565,0.017699115044247607
SPY260618C00795000,2026-05-06 14:42:56+00:00,795.0,0.38,0.42,0.45,0.17,80.952385,106.0,3494,0.1307459973144531,False,REGULAR,USD,call,2026-06-18,0.435,0.06896551724137938
SPY260618C00800000,2026-05-06 15:11:31+00:00,800.0,0.33,0.32,0.35,0.16000001,94.11766,1079.0,20592,0.13294324096679688,False,REGULAR,USD,call,2026-06-18,0.33499999999999996,0.08955223880597007
SPY260618C00805000,2026-05-06 14:51:32+00:00,805.0,0.22,0.24,0.27,0.11,100.0,322.0,1016,0.13501841552734378,False,REGULAR,USD,call,2026-06-18,0.255,0.11764705882352951
SPY260618C00810000,2026-05-06 15:08:12+00:00,810.0,0.2,0.19,0.2,0.1,100.0,21.0,7496,0.1362391064453125,False,REGULAR,USD,call,2026-06-18,0.195,0.05128205128205133
SPY260618C00815000,2026-05-06 14:51:32+00:00,815.0,0.15,0.15,0.16,0.07000001,87.500015,155.0,1803,0.13892462646484377,False,REGULAR,USD,call,2026-06-18,0.155,0.06451612903225812
SPY260618C00820000,2026-05-06 15:10:07+00:00,820.0,0.14,0.12,0.13,0.07,100.0,153.0,18758,0.141610146484375,False,REGULAR,USD,call,2026-06-18,0.125,0.08000000000000007
SPY260618C00825000,2026-05-06 14:48:14+00:00,825.0,0.09,0.1,0.11,0.020000003,28.571432,2057.0,8673,0.1450280810546875,False,REGULAR,USD,call,2026-06-18,0.10500000000000001,0.09523809523809518
SPY260618C00830000,2026-05-06 15:00:05+00:00,830.0,0.08,0.08,0.09,0.04,100.0,20.0,5476,0.14795773925781253,False,REGULAR,USD,call,2026-06-18,0.08499999999999999,0.11764705882352937
SPY260618C00835000,2026-05-06 15:04:26+00:00,835.0,0.07,0.07,0.08,0.030000001,75.0,22.0,6549,0.1518639501953125,False,REGULAR,USD,call,2026-06-18,0.07500000000000001,0.13333333333333325
SPY260618C00840000,2026-05-06 14:41:16+00:00,840.0,0.05,0.05,0.06,0.010000002,25.000004,11.0,15062,0.15284050292968754,False,REGULAR,USD,call,2026-06-18,0.055,0.18181818181818174
SPY260618C00845000,2026-05-06 15:03:55+00:00,845.0,0.05,0.04,0.06,0.020000001,66.66668,20.0,12918,0.15869981933593752,False,REGULAR,USD,call,2026-06-18,0.05,0.3999999999999999
SPY260618C00850000,2026-05-06 14:59:58+00:00,850.0,0.04,0.04,0.05,0.01,33.333336,41.0,19682,0.161141201171875,False,REGULAR,USD,call,2026-06-18,0.045,0.22222222222222227
SPY260618C00855000,2026-05-06 13:34:32+00:00,855.0,0.03,0.03,0.04,0.0,0.0,1.0,7930,0.16309430664062502,False,REGULAR,USD,call,2026-06-18,0.035,0.28571428571428575
SPY260618C00860000,2026-05-06 14:59:29+00:00,860.0,0.03,0.03,0.04,0.01,50.0,15.0,11525,0.16895362304687503,False,REGULAR,USD,call,2026-06-18,0.035,0.28571428571428575
SPY260618C00865000,2026-05-06 14:46:25+00:00,865.0,0.03,0.02,0.03,0.01,50.0,41.0,14047,0.16993017578125003,False,REGULAR,USD,call,2026-06-18,0.025,0.3999999999999999
SPY260618C00870000,2026-05-06 14:16:18+00:00,870.0,0.02,0.02,0.03,0.0,0.0,24.0,15063,0.174812939453125,False,REGULAR,USD,call,2026-06-18,0.025,0.3999999999999999
SPY260618C00875000,2026-05-05 19:20:43+00:00,875.0,0.02,0.02,0.03,0.0,0.0,21.0,1133,0.179695703125,False,REGULAR,USD,call,2026-06-18,0.025,0.3999999999999999
SPY260618C00880000,2026-05-06 15:00:11+00:00,880.0,0.02,0.02,0.03,0.0,0.0,11.0,1451,0.18555501953124998,False,REGULAR,USD,call,2026-06-18,0.025,0.3999999999999999
SPY260618C00885000,2026-05-06 15:03:54+00:00,885.0,0.02,0.01,0.02,0.0,0.0,10.0,11714,0.18360191406249998,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00890000,2026-05-04 19:20:07+00:00,890.0,0.01,0.01,0.02,0.0,0.0,10.0,5697,0.187508125,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00895000,2026-05-04 19:23:49+00:00,895.0,0.01,0.01,0.02,0.0,0.0,67.0,4273,0.19336744140625,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00900000,2026-05-05 15:39:47+00:00,900.0,0.02,0.01,0.02,0.0,0.0,5.0,3156,0.19727365234375,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00905000,2026-05-04 19:23:55+00:00,905.0,0.01,0.01,0.02,0.0,0.0,55.0,1567,0.20313296874999998,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00910000,2026-04-29 15:16:43+00:00,910.0,0.01,0.01,0.02,0.0,0.0,24.0,1525,0.20703917968749996,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00915000,2026-05-05 18:45:15+00:00,915.0,0.01,0.01,0.02,0.0,0.0,1000.0,2877,0.21289849609375,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00920000,2026-05-05 18:45:23+00:00,920.0,0.01,0.01,0.02,0.0,0.0,820.0,3166,0.21680470703125,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00925000,2026-05-05 19:49:29+00:00,925.0,0.01,0.01,0.02,0.0,0.0,1110.0,4449,0.22071091796874998,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00930000,2026-05-04 15:37:33+00:00,930.0,0.01,0.01,0.02,0.0,0.0,10.0,2371,0.22657023437499998,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00935000,2026-05-06 15:02:39+00:00,935.0,0.01,0.01,0.02,0.0,0.0,3.0,1540,0.2304764453125,False,REGULAR,USD,call,2026-06-18,0.015,0.6666666666666667
SPY260618C00940000,2026-05-01 16:31:32+00:00,940.0,0.01,0.0,0.02,0.0,0.0,2319.0,6254,0.23438265625,False,REGULAR,USD,call,2026-06-18,0.01,2.0
SPY260618C00945000,2026-05-01 15:59:22+00:00,945.0,0.01,0.0,0.02,0.0,0.0,100.0,3054,0.24024197265624997,False,REGULAR,USD,call,2026-06-18,0.01,2.0
SPY260618C00950000,2026-04-27 20:06:32+00:00,950.0,0.01,0.0,0.01,0.0,0.0,307.0,347,0.2304764453125,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00955000,2026-05-01 15:50:52+00:00,955.0,0.01,0.0,0.01,0.0,0.0,1.0,206,0.23438265625,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00960000,2026-04-28 13:35:52+00:00,960.0,0.01,0.0,0.01,0.0,0.0,298.0,1782,0.23828886718749998,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00965000,2026-04-28 13:36:20+00:00,965.0,0.01,0.0,0.01,0.0,0.0,700.0,8837,0.242195078125,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00970000,2026-05-01 14:35:11+00:00,970.0,0.01,0.0,0.01,0.0,0.0,25.0,5239,0.2461012890625,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00975000,2026-04-24 14:26:45+00:00,975.0,0.01,0.0,0.01,0.0,0.0,10.0,3504,0.25391371093750004,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00980000,2026-04-24 14:25:23+00:00,980.0,0.01,0.0,0.01,0.0,0.0,10.0,4231,0.257819921875,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00985000,2026-04-24 13:48:11+00:00,985.0,0.01,0.0,0.01,0.0,0.0,24.0,3288,0.2617261328125,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00990000,2026-04-24 13:48:21+00:00,990.0,0.01,0.0,0.01,0.0,0.0,17.0,3443,0.26563234375,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C00995000,2026-04-30 17:45:14+00:00,995.0,0.01,0.0,0.01,0.0,0.0,9.0,2399,0.2695385546875,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618C01000000,2026-04-24 15:51:17+00:00,1000.0,0.01,0.0,0.01,0.0,0.0,1.0,3011,0.273444765625,False,REGULAR,USD,call,2026-06-18,0.01,1.0
SPY260618P00245000,2026-05-05 17:54:39+00:00,245.0,0.01,0.01,0.02,0.0,0.0,814.0,42367,0.945313046875,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00250000,2026-05-06 14:21:28+00:00,250.0,0.01,0.01,0.02,-0.01,-50.0,1.0,27339,0.929688203125,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00255000,2026-04-30 19:45:19+00:00,255.0,0.02,0.01,0.02,0.0,0.0,2477.0,4022,0.9062509375,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00260000,2026-05-05 19:56:47+00:00,260.0,0.02,0.01,0.02,0.0,0.0,1.0,5571,0.8906260937499999,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00265000,2026-05-04 14:21:58+00:00,265.0,0.02,0.01,0.02,0.0,0.0,1.0,2949,0.87500125,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00270000,2026-05-05 18:52:30+00:00,270.0,0.03,0.01,0.02,0.0,0.0,4367.0,11826,0.85937640625,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00275000,2026-05-05 20:02:06+00:00,275.0,0.02,0.01,0.02,0.0,0.0,3916.0,5760,0.8437515624999999,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00280000,2026-05-05 18:33:03+00:00,280.0,0.02,0.01,0.02,0.0,0.0,458.0,5101,0.8281267187499999,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00285000,2026-05-06 14:21:28+00:00,285.0,0.02,0.01,0.02,0.0,0.0,1.0,5444,0.8203142968749999,False,REGULAR,USD,put,2026-06-18,0.015,0.6666666666666667
SPY260618P00290000,2026-05-06 14:15:46+00:00,290.0,0.03,0.02,0.03,0.0,0.0,2.0,5333,0.8359391406249999,False,REGULAR,USD,put,2026-06-18,0.025,0.3999999999999999
SPY260618P00295000,2026-05-04 19:48:06+00:00,295.0,0.03,0.02,0.03,0.0,0.0,114.0,7123,0.8203142968749999,False,REGULAR,USD,put,2026-06-18,0.025,0.3999999999999999
SPY260618P00300000,2026-05-04 14:00:55+00:00,300.0,0.03,0.02,0.03,0.0,0.0,301.0,26461,0.804689453125,False,REGULAR,USD,put,2026-06-18,0.025,0.3999999999999999
SPY260618P00305000,2026-05-05 17:59:17+00:00,305.0,0.03,0.02,0.03,0.0,0.0,10.0,5046,0.789064609375,False,REGULAR,USD,put,2026-06-18,0.025,0.3999999999999999
SPY260618P00310000,2026-05-05 16:48:08+00:00,310.0,0.03,0.02,0.03,0.0,0.0,6.0,4851,0.7773459765625,False,REGULAR,USD,put,2026-06-18,0.025,0.3999999999999999
SPY260618P00315000,2026-05-06 15:08:38+00:00,315.0,0.03,0.02,0.04,-0.01,-25.0,3.0,3136,0.773439765625,False,REGULAR,USD,put,2026-06-18,0.03,0.6666666666666667
SPY260618P00320000,2026-05-05 13:34:54+00:00,320.0,0.04,0.02,0.03,0.0,0.0,2.0,1345,0.7500025,False,REGULAR,USD,put,2026-06-18,0.025,0.3999999999999999
SPY260618P00325000,2026-05-06 15:09:33+00:00,325.0,0.03,0.03,0.04,-0.01,-25.0,800.0,3233,0.75586181640625,False,REGULAR,USD,put,2026-06-18,0.035,0.28571428571428575
SPY260618P00330000,2026-05-05 13:54:37+00:00,330.0,0.04,0.03,0.04,0.0,0.0,400.0,2185,0.7421900781249999,False,REGULAR,USD,put,2026-06-18,0.035,0.28571428571428575
SPY260618P00335000,2026-05-05 18:33:48+00:00,335.0,0.04,0.03,0.04,0.0,0.0,602.0,1639,0.7304714453125,False,REGULAR,USD,put,2026-06-18,0.035,0.28571428571428575
SPY260618P00340000,2026-05-06 13:46:59+00:00,340.0,0.04,0.03,0.04,-0.010000002,-20.000002,40.0,3307,0.7148466015625,False,REGULAR,USD,put,2026-06-18,0.035,0.28571428571428575
SPY260618P00345000,2026-05-06 14:27:52+00:00,345.0,0.04,0.04,0.05,-0.010000002,-20.000002,86.0,4313,0.7187528125,False,REGULAR,USD,put,2026-06-18,0.045,0.22222222222222227
SPY260618P00350000,2026-05-06 14:57:31+00:00,350.0,0.04,0.04,0.05,-0.010000002,-20.000002,1159.0,15570,0.7050810742187501,False,REGULAR,USD,put,2026-06-18,0.045,0.22222222222222227
SPY260618P00355000,2026-05-06 14:15:16+00:00,355.0,0.05,0.04,0.05,-0.009999998,-16.666662,74.0,2885,0.6914093359375001,False,REGULAR,USD,put,2026-06-18,0.045,0.22222222222222227
SPY260618P00360000,2026-05-06 14:28:00+00:00,360.0,0.05,0.05,0.06,-0.02,-28.571428,140.0,10971,0.6914093359375001,False,REGULAR,USD,put,2026-06-18,0.055,0.18181818181818174
SPY260618P00365000,2026-05-06 14:13:52+00:00,365.0,0.05,0.05,0.06,-0.009999998,-16.666662,2.0,1694,0.6777375976562501,False,REGULAR,USD,put,2026-06-18,0.055,0.18181818181818174
SPY260618P00370000,2026-05-06 13:49:45+00:00,370.0,0.05,0.05,0.06,-0.009999998,-16.666662,11.0,1498,0.6660189648437502,False,REGULAR,USD,put,2026-06-18,0.055,0.18181818181818174
SPY260618P00375000,2026-05-06 14:15:15+00:00,375.0,0.06,0.05,0.06,-0.010000002,-14.285716,34.0,2976,0.6543003320312502,False,REGULAR,USD,put,2026-06-18,0.055,0.18181818181818174
SPY260618P00380000,2026-05-06 14:27:58+00:00,380.0,0.05,0.06,0.07,-0.009999998,-16.666662,60.0,1473,0.65039412109375,False,REGULAR,USD,put,2026-06-18,0.065,0.15384615384615397
SPY260618P00385000,2026-05-06 13:30:01+00:00,385.0,0.06,0.06,0.07,-0.010000002,-14.285716,2.0,9918,0.63867548828125,False,REGULAR,USD,put,2026-06-18,0.065,0.15384615384615397
SPY260618P00390000,2026-05-06 13:55:17+00:00,390.0,0.07,0.06,0.07,0.0,0.0,1.0,1228,0.6269568554687501,False,REGULAR,USD,put,2026-06-18,0.065,0.15384615384615397
SPY260618P00395000,2026-05-06 14:15:33+00:00,395.0,0.08,0.07,0.08,0.0,0.0,2.0,1691,0.62305064453125,False,REGULAR,USD,put,2026-06-18,0.07500000000000001,0.13333333333333325
SPY260618P00400000,2026-05-06 13:59:43+00:00,400.0,0.08,0.07,0.08,-0.010000005,-11.111116,41.0,19845,0.6113320117187502,False,REGULAR,USD,put,2026-06-18,0.07500000000000001,0.13333333333333325
SPY260618P00405000,2026-05-05 19:50:32+00:00,405.0,0.09,0.07,0.09,0.0,0.0,13.0,1126,0.6035195898437502,False,REGULAR,USD,put,2026-06-18,0.08,0.24999999999999986
SPY260618P00410000,2026-05-06 14:51:51+00:00,410.0,0.08,0.08,0.09,-0.049999997,-38.461536,2.0,6591,0.594730615234375,False,REGULAR,USD,put,2026-06-18,0.08499999999999999,0.11764705882352937
SPY260618P00415000,2026-05-06 13:41:22+00:00,415.0,0.1,0.09,0.1,-0.019999996,-16.666662,3.0,1231,0.5898478515625001,False,REGULAR,USD,put,2026-06-18,0.095,0.10526315789473693
SPY260618P00420000,2026-05-06 15:11:59+00:00,420.0,0.11,0.1,0.11,-0.009999998,-8.333331,9.0,15820,0.5839885351562499,False,REGULAR,USD,put,2026-06-18,0.10500000000000001,0.09523809523809518
SPY260618P00425000,2026-05-05 17:54:48+00:00,425.0,0.13,0.1,0.11,0.0,0.0,38.0,25748,0.5722699023437501,False,REGULAR,USD,put,2026-06-18,0.10500000000000001,0.09523809523809518
SPY260618P00430000,2026-05-06 13:45:53+00:00,430.0,0.13,0.1,0.11,0.0,0.0,7.0,4913,0.56055126953125,False,REGULAR,USD,put,2026-06-18,0.10500000000000001,0.09523809523809518
SPY260618P00435000,2026-05-05 15:33:49+00:00,435.0,0.14,0.11,0.12,0.0,0.0,1.0,5225,0.5546919531250001,False,REGULAR,USD,put,2026-06-18,0.11499999999999999,0.0869565217391304
SPY260618P00440000,2026-05-06 15:08:08+00:00,440.0,0.12,0.11,0.13,-0.030000009,-20.000006,5.0,7894,0.5459029785156251,False,REGULAR,USD,put,2026-06-18,0.12,0.1666666666666667
SPY260618P00445000,2026-05-06 14:52:49+00:00,445.0,0.13,0.12,0.13,-0.030000001,-18.75,2.0,4398,0.5366257275390626,False,REGULAR,USD,put,2026-06-18,0.125,0.08000000000000007
SPY260618P00450000,2026-05-06 14:16:51+00:00,450.0,0.15,0.13,0.14,-0.019999996,-11.764703,34.0,23128,0.5297898583984376,False,REGULAR,USD,put,2026-06-18,0.135,0.07407407407407414
SPY260618P00455000,2026-05-04 19:53:55+00:00,455.0,0.22,0.14,0.15,0.0,0.0,19.0,2311,0.5224657128906249,False,REGULAR,USD,put,2026-06-18,0.14500000000000002,0.06896551724137917
SPY260618P00460000,2026-05-06 13:58:40+00:00,460.0,0.16,0.15,0.16,-0.030000001,-15.789474,1.0,9384,0.5151415673828125,False,REGULAR,USD,put,2026-06-18,0.155,0.06451612903225812
SPY260618P00465000,2026-05-06 14:22:28+00:00,465.0,0.17,0.16,0.17,-0.010000005,-5.555558,60.0,3475,0.507817421875,False,REGULAR,USD,put,2026-06-18,0.165,0.060606060606060656
SPY260618P00470000,2026-05-05 19:57:16+00:00,470.0,0.19,0.17,0.18,-0.030000001,-13.636364,10.0,6739,0.500005,False,REGULAR,USD,put,2026-06-18,0.175,0.05714285714285704
SPY260618P00475000,2026-05-06 14:23:12+00:00,475.0,0.2,0.18,0.19,-0.00999999,-4.7619004,2.0,10182,0.4936574072265626,False,REGULAR,USD,put,2026-06-18,0.185,0.054054054054054106
SPY260618P00480000,2026-05-06 14:48:01+00:00,480.0,0.2,0.19,0.2,-0.03999999,-16.666662,103.0,113699,0.485356708984375,False,REGULAR,USD,put,2026-06-18,0.195,0.05128205128205133
