spot_at_near_expiry,strategy_value,pnl
79.3650016784668,-2000.0,-1625.0
79.72575168609619,-2000.0000000000002,-1625.0000000000002
80.08650169372558,-2000.0,-1625.0
80.44725170135499,-2000.0,-1625.0
80.80800170898438,-1999.9999999999998,-1624.9999999999998
81.16875171661377,-2000.0,-1625.0
81.52950172424316,-2000.0000000000002,-1625.0000000000002
81.89025173187255,-2000.0,-1625.0
82.25100173950196,-2000.0,-1625.0
82.61175174713135,-1999.9999999999998,-1624.9999999999998
82.97250175476074,-2000.0,-1625.0
83.33325176239013,-2000.0000000000002,-1625.0000000000002
83.69400177001953,-2000.0,-1625.0
84.05475177764893,-2000.0,-1625.0
84.41550178527832,-1999.9999999999998,-1624.9999999999998
84.77625179290771,-2000.0,-1625.0
85.1370018005371,-2000.0000000000002,-1625.0000000000002
85.4977518081665,-2000.0,-1625.0
85.8585018157959,-2000.0,-1625.0
86.2192518234253,-1999.9999999999998,-1624.9999999999998
86.58000183105469,-2000.0,-1625.0
86.94075183868408,-2000.0000000000002,-1625.0000000000002
87.30150184631347,-2000.0,-1625.0
87.66225185394288,-2000.0,-1625.0
88.02300186157227,-1999.9999999999998,-1624.9999999999998
88.38375186920166,-2000.0,-1625.0
88.74450187683105,-2000.0000000000002,-1625.0000000000002
89.10525188446044,-2000.0,-1625.0
89.46600189208985,-2000.0,-1625.0
89.82675189971924,-1999.9999999999998,-1624.9999999999998
90.18750190734863,-2000.0,-1625.0
90.54825191497802,-2000.0000000000002,-1625.0000000000002
90.90900192260742,-2000.0,-1625.0
91.26975193023682,-2000.0,-1625.0
91.63050193786621,-1999.9999999999998,-1624.9999999999998
91.9912519454956,-2000.0,-1625.0
92.352001953125,-2000.0000000000002,-1625.0000000000002
92.71275196075439,-2000.0,-1625.0
93.0735019683838,-2000.0,-1625.0
93.43425197601319,-1999.9999999999998,-1624.9999999999998
93.79500198364258,-2000.0,-1625.0
94.15575199127197,-2000.0000000000002,-1625.0000000000002
94.51650199890136,-2000.0,-1625.0
94.87725200653077,-2000.0,-1625.0
95.23800201416016,-1976.1997985839841,-1601.1997985839841
95.59875202178955,-1940.124797821045,-1565.124797821045
95.95950202941894,-1904.0497970581057,-1529.0497970581057
96.32025203704833,-1867.9747962951665,-1492.9747962951665
96.68100204467774,-1831.899795532226,-1456.899795532226
97.04175205230713,-1795.8247947692869,-1420.8247947692869
97.40250205993652,-1759.7497940063477,-1384.7497940063477
97.76325206756592,-1723.6747932434084,-1348.6747932434084
98.1240020751953,-1687.5997924804692,-1312.5997924804692
98.48475208282471,-1651.5247917175288,-1276.5247917175288
98.8455020904541,-1615.4497909545896,-1240.4497909545896
99.2062520980835,-1579.3747901916504,-1204.3747901916504
99.56700210571289,-1543.2997894287112,-1168.2997894287112
99.92775211334228,-1507.224788665772,-1132.224788665772
100.28850212097169,-1471.1497879028316,-1096.1497879028316
100.64925212860108,-1435.0747871398924,-1060.0747871398924
101.01000213623047,-1398.9997863769531,-1023.9997863769531
101.37075214385986,-1362.924785614014,-987.9247856140139
101.73150215148925,-1326.8497848510747,-951.8497848510747
102.09225215911866,-1290.7747840881343,-915.7747840881343
102.45300216674805,-1254.699783325195,-879.6997833251951
102.81375217437744,-1218.6247825622559,-843.6247825622559
103.17450218200683,-1182.5497817993166,-807.5497817993166
103.53525218963622,-1146.4747810363774,-771.4747810363774
103.89600219726563,-1110.399780273437,-735.399780273437
104.25675220489502,-1074.3247795104978,-699.3247795104978
104.61750221252441,-1038.2497787475586,-663.2497787475586
104.9782522201538,-1002.1747779846194,-627.1747779846194
105.3390022277832,-966.0997772216803,-591.0997772216803
105.6997522354126,-930.0247764587397,-555.0247764587397
106.060502243042,-893.9497756958006,-518.9497756958006
106.42125225067139,-857.8747749328613,-482.8747749328613
106.78200225830078,-821.7997741699221,-446.7997741699221
107.14275226593017,-785.724773406983,-410.724773406983
107.50350227355958,-749.6497726440424,-374.6497726440424
107.86425228118897,-713.5747718811033,-338.5747718811033
108.22500228881836,-677.4997711181641,-302.49977111816406
108.58575229644775,-641.4247703552248,-266.42477035522484
108.94650230407714,-605.3497695922857,-230.34976959228572
109.30725231170655,-569.2747688293451,-194.27476882934513
109.66800231933594,-533.199768066406,-158.19976806640602
110.02875232696533,-497.1247673034668,-122.1247673034668
110.38950233459472,-461.0497665405276,-86.04976654052763
110.75025234222412,-424.97476577758846,-49.97476577758846
111.11100234985352,-388.89976501464787,-13.899765014647869
111.4717523574829,-352.8247642517101,22.17523574828988
111.8325023651123,-316.74976348876953,58.25023651123047
112.1932523727417,-280.67476272583036,94.32523727416964
112.55400238037109,-244.5997619628912,130.4002380371088
112.9147523880005,-208.5247611999506,166.4752388000494
113.27550239562987,-172.44976043701286,202.55023956298714
113.63625240325928,-136.37475967407227,238.62524032592773
113.99700241088867,-100.2997589111331,274.7002410888669
114.35775241851806,-64.22475814819393,310.7752418518061
114.71850242614747,-28.149757385253338,346.85024261474666
115.07925243377684,0.0,375.0
115.44000244140625,0.0,375.0
115.80075244903564,0.0,375.0
116.16150245666503,0.0,375.0
116.52225246429444,0.0,375.0
116.88300247192382,0.0,375.0
117.24375247955322,0.0,375.0
117.60450248718261,0.0,375.0
117.965252494812,0.0,375.0
118.32600250244141,0.0,375.0
118.68675251007079,0.0,375.0
119.0475025177002,0.0,375.0
119.40825252532959,0.0,375.0
119.76900253295898,0.0,375.0
120.12975254058838,0.0,375.0
120.49050254821776,0.0,375.0
120.85125255584717,0.0,375.0
121.21200256347656,0.0,375.0
121.57275257110595,0.0,375.0
121.93350257873536,0.0,375.0
122.29425258636473,0.0,375.0
122.65500259399414,0.0,375.0
123.01575260162353,0.0,375.0
123.37650260925292,0.0,375.0
123.73725261688233,0.0,375.0
124.09800262451171,0.0,375.0
124.45875263214111,0.0,375.0
124.8195026397705,0.0,375.0
125.1802526473999,0.0,375.0
125.5410026550293,0.0,375.0
125.90175266265868,0.0,375.0
126.26250267028809,0.0,375.0
126.62325267791748,0.0,375.0
126.98400268554687,0.0,375.0
127.34475269317628,0.0,375.0
127.70550270080565,0.0,375.0
128.06625270843506,0.0,375.0
128.42700271606446,0.0,375.0
128.78775272369384,0.0,375.0
129.14850273132325,0.0,375.0
129.50925273895263,0.0,375.0
129.87000274658203,0.0,375.0
130.23075275421144,0.0,375.0
130.59150276184081,0.0,375.0
130.95225276947022,0.0,375.0
131.3130027770996,0.0,375.0
131.673752784729,0.0,375.0
132.0345027923584,0.0,375.0
132.3952527999878,0.0,375.0
132.7560028076172,0.0,375.0
133.11675281524657,0.0,375.0
133.47750282287598,0.0,375.0
133.83825283050538,0.0,375.0
134.19900283813476,0.0,375.0
134.55975284576417,0.0,375.0
134.92050285339354,0.0,375.0
135.28125286102295,0.0,375.0
135.64200286865236,0.0,375.0
136.00275287628173,0.0,375.0
136.36350288391114,0.0,375.0
136.72425289154052,0.0,375.0
137.08500289916992,0.0,375.0
137.44575290679933,0.0,375.0
137.8065029144287,0.0,375.0
138.1672529220581,0.0,375.0
138.5280029296875,0.0,375.0
138.8887529373169,0.0,375.0
139.2495029449463,0.0,375.0
139.61025295257568,0.0,375.0
139.97100296020508,0.0,375.0
140.33175296783446,0.0,375.0
140.69250297546387,0.0,375.0
141.05325298309327,0.0,375.0
141.41400299072265,0.0,375.0
141.77475299835206,0.0,375.0
142.13550300598143,0.0,375.0
142.49625301361084,0.0,375.0
142.85700302124025,0.0,375.0
143.21775302886962,0.0,375.0
143.578503036499,0.0,375.0
143.9392530441284,0.0,375.0
144.3000030517578,0.0,375.0
144.66075305938722,0.0,375.0
145.0215030670166,0.0,375.0
145.38225307464597,0.0,375.0
145.74300308227538,0.0,375.0
146.10375308990479,0.0,375.0
146.4645030975342,0.0,375.0
146.82525310516357,0.0,375.0
147.18600311279295,0.0,375.0
147.54675312042235,0.0,375.0
147.90750312805176,0.0,375.0
148.26825313568116,0.0,375.0
148.62900314331054,0.0,375.0
148.98975315093992,0.0,375.0
149.35050315856932,0.0,375.0
149.71125316619873,0.0,375.0
150.07200317382814,0.0,375.0
150.4327531814575,0.0,375.0
150.7935031890869,0.0,375.0
151.1542531967163,0.0,375.0
151.5150032043457,0.0,375.0
151.8757532119751,0.0,375.0
152.2365032196045,0.0,375.0
152.59725322723386,0.0,375.0
152.95800323486327,0.0,375.0
153.31875324249268,0.0,375.0
153.67950325012208,0.0,375.0
154.04025325775146,0.0,375.0
154.40100326538084,0.0,375.0
154.76175327301024,0.0,375.0
155.12250328063965,0.0,375.0
155.48325328826905,0.0,375.0
155.84400329589843,0.0,375.0
156.2047533035278,0.0,375.0
156.56550331115722,0.0,375.0
156.92625331878662,0.0,375.0
157.28700332641603,0.0,375.0
157.6477533340454,0.0,375.0
158.00850334167478,0.0,375.0
158.3692533493042,0.0,375.0
158.7300033569336,0.0,375.0
159.090753364563,0.0,375.0
159.45150337219238,0.0,375.0
159.81225337982175,0.0,375.0
160.17300338745116,0.0,375.0
160.53375339508057,0.0,375.0
160.89450340270997,0.0,375.0
161.25525341033935,0.0,375.0
161.61600341796873,0.0,375.0
161.97675342559813,0.0,375.0
162.33750343322754,0.0,375.0
162.69825344085694,0.0,375.0
163.05900344848632,0.0,375.0
163.4197534561157,0.0,375.0
163.7805034637451,0.0,375.0
164.1412534713745,0.0,375.0
164.50200347900392,0.0,375.0
164.8627534866333,0.0,375.0
165.22350349426267,0.0,375.0
165.58425350189208,0.0,375.0
165.94500350952148,0.0,375.0
166.3057535171509,0.0,375.0
166.66650352478027,0.0,375.0
167.02725353240965,0.0,375.0
167.38800354003905,0.0,375.0
167.74875354766846,0.0,375.0
168.10950355529786,0.0,375.0
168.47025356292724,0.0,375.0
168.83100357055662,0.0,375.0
169.19175357818602,0.0,375.0
169.55250358581543,0.0,375.0
169.91325359344484,0.0,375.0
170.2740036010742,0.0,375.0
170.6347536087036,0.0,375.0
170.995503616333,0.0,375.0
171.3562536239624,0.0,375.0
171.7170036315918,0.0,375.0
172.07775363922119,0.0,375.0
172.43850364685056,0.0,375.0
172.79925365447997,0.0,375.0
173.16000366210938,0.0,375.0
173.52075366973878,0.0,375.0
173.88150367736816,0.0,375.0
174.24225368499754,0.0,375.0
174.60300369262694,0.0,375.0
174.96375370025635,0.0,375.0
175.32450370788575,-32.450370788575356,342.54962921142464
175.68525371551513,-68.5253715515131,306.4746284484869
176.0460037231445,-104.60037231445085,270.39962768554915
176.40675373077391,-140.67537307739144,234.32462692260856
176.76750373840332,-176.75037384033203,198.24962615966797
177.12825374603273,-212.82537460327262,162.17462539672738
177.4890037536621,-248.90037536621037,126.09962463378963
177.84975376129148,-284.9753761291481,90.02462387085188
178.2105037689209,-321.0503768920887,53.94962310791129
178.5712537765503,-357.1253776550293,17.874622344970703
178.9320037841797,-393.2003784179699,-18.200378417969887
179.29275379180908,-429.27537918090763,-54.275379180907635
179.65350379943845,-465.3503799438454,-90.35037994384538
180.01425380706786,-501.425380706786,-126.42538070678597
180.37500381469727,-537.5003814697266,-162.50038146972656
180.73575382232667,-573.5753822326672,-198.57538223266715
181.09650382995605,-609.6503829956049,-234.6503829956049
181.45725383758543,-645.7253837585426,-270.72538375854265
181.81800384521483,-681.8003845214832,-306.80038452148324
182.17875385284424,-717.8753852844238,-342.8753852844238
182.53950386047364,-753.9503860473644,-378.9503860473644
182.90025386810302,-790.0253868103022,-415.02538681030217
183.2610038757324,-826.1003875732399,-451.1003875732399
183.6217538833618,-862.1753883361805,-487.1753883361805
183.9825038909912,-898.2503890991211,-523.2503890991211
184.34325389862062,-934.3253898620617,-559.3253898620617
184.70400390625,-970.4003906249994,-595.4003906249994
185.06475391387937,-1006.4753913879372,-631.4753913879372
185.42550392150878,-1042.5503921508778,-667.5503921508778
185.78625392913818,-1078.6253929138184,-703.6253929138184
186.1470039367676,-1114.700393676759,-739.700393676759
186.50775394439697,-1150.7753944396968,-775.7753944396968
186.86850395202634,-1186.8503952026344,-811.8503952026344
187.22925395965575,-1222.925395965575,-847.925395965575
187.59000396728516,-1259.0003967285156,-884.0003967285156
187.95075397491456,-1295.0753974914562,-920.0753974914562
188.31150398254394,-1331.150398254394,-956.1503982543941
188.67225399017332,-1367.2253990173317,-992.2253990173317
189.03300399780272,-1403.3003997802723,-1028.3003997802723
189.39375400543213,-1439.375400543213,-1064.375400543213
189.75450401306153,-1475.4504013061535,-1100.4504013061535
190.1152540206909,-1511.5254020690913,-1136.5254020690913
190.4760040283203,-1547.600402832029,-1172.600402832029
190.8367540359497,-1583.6754035949696,-1208.6754035949696
191.1975040435791,-1619.7504043579102,-1244.7504043579102
191.5582540512085,-1655.8254051208507,-1280.8254051208507
